2012-02-02 08:30:00,headquarters,server,1
2012-02-02 08:45:00,headquarters,server,7
2012-02-02 09:00:00,headquarters,server,19
2012-02-02 09:15:00,headquarters,server,30
2012-02-02 09:15:00,headquarters,workstation,2
2012-02-02 09:30:00,headquarters,server,48
2012-02-02 09:30:00,headquarters,workstation,1
2012-02-02 09:45:00,headquarters,server,67
2012-02-02 09:45:00,headquarters,workstation,2
2012-02-02 10:00:00,headquarters,server,87
2012-02-02 10:00:00,headquarters,workstation,2
2012-02-02 10:15:00,headquarters,server,112
2012-02-02 10:15:00,headquarters,workstation,3
2012-02-02 10:30:00,headquarters,server,141
2012-02-02 10:30:00,headquarters,workstation,4
2012-02-02 10:45:00,headquarters,server,166
2012-02-02 10:45:00,headquarters,workstation,5
2012-02-02 11:00:00,headquarters,server,197
2012-02-02 11:00:00,headquarters,workstation,11
2012-02-02 11:15:00,headquarters,server,221
2012-02-02 11:15:00,headquarters,workstation,11
2012-02-02 11:30:00,headquarters,server,245
2012-02-02 11:30:00,headquarters,workstation,17
2012-02-02 11:45:00,headquarters,server,295
2012-02-02 11:45:00,headquarters,workstation,21
2012-02-02 12:00:00,headquarters,server,337
2012-02-02 12:00:00,headquarters,workstation,27
2012-02-02 12:15:00,headquarters,server,387
2012-02-02 12:15:00,headquarters,workstation,30
2012-02-02 12:30:00,headquarters,server,430
2012-02-02 12:30:00,headquarters,workstation,33
2012-02-02 12:45:00,headquarters,server,488
2012-02-02 12:45:00,headquarters,workstation,35
2012-02-02 13:00:00,headquarters,server,535
2012-02-02 13:00:00,headquarters,workstation,37
2012-02-02 13:15:00,headquarters,server,593
2012-02-02 13:15:00,headquarters,workstation,42
2012-02-02 13:30:00,headquarters,server,645
2012-02-02 13:30:00,headquarters,workstation,45
2012-02-02 13:45:00,headquarters,server,694
2012-02-02 13:45:00,headquarters,workstation,47
2012-02-02 14:00:00,headquarters,server,745
2012-02-02 14:00:00,headquarters,workstation,52
2012-02-02 14:15:00,headquarters,server,797
2012-02-02 14:15:00,headquarters,workstation,59
2012-02-02 14:30:00,headquarters,server,867
2012-02-02 14:30:00,headquarters,workstation,58
2012-02-02 14:45:00,headquarters,server,985
2012-02-02 14:45:00,headquarters,workstation,63
2012-02-02 15:00:00,headquarters,server,1055
2012-02-02 15:00:00,headquarters,workstation,70
2012-02-02 15:15:00,headquarters,server,1138
2012-02-02 15:15:00,headquarters,workstation,74
2012-02-02 15:30:00,headquarters,server,1197
2012-02-02 15:30:00,headquarters,workstation,78
2012-02-02 15:45:00,headquarters,server,1278
2012-02-02 15:45:00,headquarters,workstation,84
2012-02-02 16:00:00,headquarters,server,1385
2012-02-02 16:00:00,headquarters,workstation,92
2012-02-02 16:15:00,headquarters,server,1469
2012-02-02 16:15:00,headquarters,workstation,98
2012-02-02 16:30:00,headquarters,server,1556
2012-02-02 16:30:00,headquarters,workstation,107
2012-02-02 16:45:00,headquarters,server,1639
2012-02-02 16:45:00,headquarters,workstation,118
2012-02-02 17:00:00,headquarters,server,1733
2012-02-02 17:00:00,headquarters,workstation,124
2012-02-02 17:15:00,headquarters,server,1826
2012-02-02 17:15:00,headquarters,workstation,132
2012-02-02 17:30:00,headquarters,server,1914
2012-02-02 17:30:00,headquarters,workstation,137
2012-02-02 17:45:00,headquarters,server,2012
2012-02-02 17:45:00,headquarters,workstation,143
2012-02-02 18:00:00,headquarters,server,2114
2012-02-02 18:00:00,headquarters,workstation,155
2012-02-02 18:15:00,headquarters,server,2565
2012-02-02 18:15:00,headquarters,workstation,154
2012-02-02 18:30:00,headquarters,server,2699
2012-02-02 18:30:00,headquarters,workstation,158
2012-02-02 18:45:00,headquarters,server,2817
2012-02-02 18:45:00,headquarters,workstation,169
2012-02-02 19:00:00,headquarters,server,2958
2012-02-02 19:00:00,headquarters,workstation,175
2012-02-02 19:15:00,headquarters,server,3214
2012-02-02 19:15:00,headquarters,workstation,182
2012-02-02 19:30:00,headquarters,server,3352
2012-02-02 19:30:00,headquarters,workstation,192
2012-02-02 19:45:00,headquarters,server,3485
2012-02-02 19:45:00,headquarters,workstation,204
2012-02-02 20:00:00,headquarters,server,3629
2012-02-02 20:00:00,headquarters,workstation,214
2012-02-02 20:15:00,headquarters,server,3783
2012-02-02 20:15:00,headquarters,workstation,218
2012-02-02 20:30:00,headquarters,server,3920
2012-02-02 20:30:00,headquarters,workstation,224
2012-02-02 20:45:00,headquarters,server,4064
2012-02-02 20:45:00,headquarters,workstation,233
2012-02-02 21:00:00,headquarters,server,4218
2012-02-02 21:00:00,headquarters,workstation,241
2012-02-02 21:15:00,headquarters,server,4358
2012-02-02 21:15:00,headquarters,workstation,249
2012-02-02 21:30:00,headquarters,server,4518
2012-02-02 21:30:00,headquarters,workstation,258
2012-02-02 21:45:00,headquarters,server,4669
2012-02-02 21:45:00,headquarters,workstation,264
2012-02-02 22:00:00,headquarters,server,4834
2012-02-02 22:00:00,headquarters,workstation,175
2012-02-02 22:15:00,headquarters,server,4982
2012-02-02 22:15:00,headquarters,workstation,179
2012-02-02 22:30:00,headquarters,server,5154
2012-02-02 22:30:00,headquarters,workstation,185
2012-02-02 22:45:00,headquarters,server,5319
2012-02-02 22:45:00,headquarters,workstation,190
2012-02-02 23:00:00,headquarters,server,5471
2012-02-02 23:00:00,headquarters,workstation,199
2012-02-02 23:15:00,headquarters,server,5612
2012-02-02 23:15:00,headquarters,workstation,210
2012-02-02 23:30:00,headquarters,server,5773
2012-02-02 23:30:00,headquarters,workstation,216
2012-02-02 23:45:00,headquarters,server,5940
2012-02-02 23:45:00,headquarters,workstation,227
2012-02-03 00:00:00,headquarters,server,6139
2012-02-03 00:00:00,headquarters,workstation,233
2012-02-03 00:15:00,headquarters,server,6329
2012-02-03 00:15:00,headquarters,workstation,236
2012-02-03 00:30:00,headquarters,server,6504
2012-02-03 00:30:00,headquarters,workstation,242
2012-02-03 00:45:00,headquarters,server,6693
2012-02-03 00:45:00,headquarters,workstation,250
2012-02-03 01:00:00,headquarters,server,6878
2012-02-03 01:00:00,headquarters,workstation,254
2012-02-03 01:15:00,headquarters,server,7053
2012-02-03 01:15:00,headquarters,workstation,265
2012-02-03 01:30:00,headquarters,server,7220
2012-02-03 01:30:00,headquarters,workstation,279
2012-02-03 01:45:00,headquarters,server,7421
2012-02-03 01:45:00,headquarters,workstation,284
2012-02-03 02:00:00,headquarters,server,7603
2012-02-03 02:00:00,headquarters,workstation,289
2012-02-03 02:15:00,headquarters,server,7770
2012-02-03 02:15:00,headquarters,workstation,299
2012-02-03 02:30:00,headquarters,server,7964
2012-02-03 02:30:00,headquarters,workstation,306
2012-02-03 02:45:00,headquarters,server,8173
2012-02-03 02:45:00,headquarters,workstation,313
2012-02-03 03:00:00,headquarters,server,8348
2012-02-03 03:00:00,headquarters,workstation,314
2012-02-03 03:15:00,headquarters,server,8553
2012-02-03 03:15:00,headquarters,workstation,317
2012-02-03 03:30:00,headquarters,server,8695
2012-02-03 03:30:00,headquarters,workstation,329
2012-02-03 03:45:00,headquarters,server,8886
2012-02-03 03:45:00,headquarters,workstation,332
2012-02-03 04:00:00,headquarters,server,9060
2012-02-03 04:00:00,headquarters,workstation,340
2012-02-03 04:15:00,headquarters,server,9271
2012-02-03 04:15:00,headquarters,workstation,356
2012-02-03 04:30:00,headquarters,server,9424
2012-02-03 04:30:00,headquarters,workstation,356
2012-02-03 04:45:00,headquarters,server,9629
2012-02-03 04:45:00,headquarters,workstation,361
2012-02-03 05:00:00,headquarters,server,9842
2012-02-03 05:00:00,headquarters,workstation,366
2012-02-03 05:15:00,headquarters,server,10043
2012-02-03 05:15:00,headquarters,workstation,376
2012-02-03 05:30:00,headquarters,server,10220
2012-02-03 05:30:00,headquarters,workstation,381
2012-02-03 05:45:00,headquarters,server,10414
2012-02-03 05:45:00,headquarters,workstation,388
2012-02-03 06:00:00,headquarters,server,10616
2012-02-03 06:00:00,headquarters,workstation,397
2012-02-03 06:15:00,headquarters,server,10812
2012-02-03 06:15:00,headquarters,workstation,406
2012-02-03 06:30:00,headquarters,server,11023
2012-02-03 06:30:00,headquarters,workstation,411
2012-02-03 06:45:00,headquarters,server,11224
2012-02-03 06:45:00,headquarters,workstation,422
2012-02-03 07:00:00,headquarters,server,11428
2012-02-03 07:00:00,headquarters,workstation,428
2012-02-03 07:15:00,headquarters,server,11660
2012-02-03 07:15:00,headquarters,workstation,440
2012-02-03 07:30:00,headquarters,server,11866
2012-02-03 07:30:00,headquarters,workstation,448
2012-02-03 07:45:00,headquarters,server,12072
2012-02-03 07:45:00,headquarters,workstation,460
2012-02-03 08:00:00,headquarters,server,12264
2012-02-03 08:00:00,headquarters,workstation,463
2012-02-03 08:15:00,headquarters,server,12488
2012-02-03 08:15:00,headquarters,workstation,472
2012-02-03 08:30:00,headquarters,server,12696
2012-02-03 08:30:00,headquarters,workstation,481
2012-02-03 08:45:00,headquarters,server,12908
2012-02-03 08:45:00,headquarters,workstation,486
2012-02-03 09:00:00,headquarters,server,13128
2012-02-03 09:00:00,headquarters,workstation,495
2012-02-03 09:15:00,headquarters,server,13369
2012-02-03 09:15:00,headquarters,workstation,501
2012-02-03 09:30:00,headquarters,server,13592
2012-02-03 09:30:00,headquarters,workstation,509
2012-02-03 09:45:00,headquarters,server,13807
2012-02-03 09:45:00,headquarters,workstation,521
2012-02-03 10:00:00,headquarters,server,14021
2012-02-03 10:00:00,headquarters,workstation,526
2012-02-03 10:15:00,headquarters,server,14242
2012-02-03 10:15:00,headquarters,workstation,532
2012-02-03 10:30:00,headquarters,server,14453
2012-02-03 10:30:00,headquarters,workstation,542
2012-02-03 10:45:00,headquarters,server,14631
2012-02-03 10:45:00,headquarters,workstation,551
2012-02-03 11:00:00,headquarters,server,14850
2012-02-03 11:00:00,headquarters,workstation,927
2012-02-03 11:15:00,headquarters,server,15076
2012-02-03 11:15:00,headquarters,workstation,945
2012-02-03 11:30:00,headquarters,server,15305
2012-02-03 11:30:00,headquarters,workstation,954
2012-02-03 11:45:00,headquarters,server,15548
2012-02-03 11:45:00,headquarters,workstation,969
2012-02-03 12:00:00,headquarters,server,15759
2012-02-03 12:00:00,headquarters,workstation,986
2012-02-03 12:15:00,headquarters,server,15961
2012-02-03 12:15:00,headquarters,workstation,986
2012-02-03 12:30:00,headquarters,server,16195
2012-02-03 12:30:00,headquarters,workstation,1007
2012-02-03 12:45:00,headquarters,server,16424
2012-02-03 12:45:00,headquarters,workstation,1018
2012-02-03 13:00:00,headquarters,server,16649
2012-02-03 13:00:00,headquarters,workstation,1025
2012-02-03 13:15:00,headquarters,server,16831
2012-02-03 13:15:00,headquarters,workstation,1046
2012-02-03 13:30:00,headquarters,server,17026
2012-02-03 13:30:00,headquarters,workstation,1061
2012-02-03 13:45:00,headquarters,server,17246
2012-02-03 13:45:00,headquarters,workstation,1074
2012-02-03 14:00:00,headquarters,server,17487
2012-02-03 14:00:00,headquarters,workstation,1090
2012-02-03 14:15:00,headquarters,server,17721
2012-02-03 14:15:00,headquarters,workstation,1109
2012-02-03 14:30:00,headquarters,server,17925
2012-02-03 14:30:00,headquarters,workstation,1123
2012-02-03 14:45:00,headquarters,server,18157
2012-02-03 14:45:00,headquarters,workstation,1129
2012-02-03 15:00:00,headquarters,server,18394
2012-02-03 15:00:00,headquarters,workstation,1147
2012-02-03 15:15:00,headquarters,server,18624
2012-02-03 15:15:00,headquarters,workstation,1150
2012-02-03 15:30:00,headquarters,server,18842
2012-02-03 15:30:00,headquarters,workstation,1162
2012-02-03 15:45:00,headquarters,server,19027
2012-02-03 15:45:00,headquarters,workstation,1169
2012-02-03 16:00:00,headquarters,server,19243
2012-02-03 16:00:00,headquarters,workstation,1178
2012-02-03 16:15:00,headquarters,server,19435
2012-02-03 16:15:00,headquarters,workstation,1188
2012-02-03 16:30:00,headquarters,server,19672
2012-02-03 16:30:00,headquarters,workstation,1209
2012-02-03 16:45:00,headquarters,server,19872
2012-02-03 16:45:00,headquarters,workstation,1218
2012-02-03 17:00:00,headquarters,server,20136
2012-02-03 17:00:00,headquarters,workstation,1234
2012-02-03 17:15:00,headquarters,server,20378
2012-02-03 17:15:00,headquarters,workstation,1248
2012-02-03 17:30:00,headquarters,server,20587
2012-02-03 17:30:00,headquarters,workstation,1263
2012-02-03 17:45:00,headquarters,server,20834
2012-02-03 17:45:00,headquarters,workstation,1283
2012-02-03 18:00:00,headquarters,server,21100
2012-02-03 18:00:00,headquarters,workstation,1292
2012-02-03 18:15:00,headquarters,server,21306
2012-02-03 18:15:00,headquarters,workstation,1296
2012-02-03 18:30:00,headquarters,server,21508
2012-02-03 18:30:00,headquarters,workstation,1305
2012-02-03 18:45:00,headquarters,server,21708
2012-02-03 18:45:00,headquarters,workstation,1310
2012-02-03 19:00:00,headquarters,server,21929
2012-02-03 19:00:00,headquarters,workstation,1331
2012-02-03 19:15:00,headquarters,server,22164
2012-02-03 19:15:00,headquarters,workstation,1345
2012-02-03 19:30:00,headquarters,server,22413
2012-02-03 19:30:00,headquarters,workstation,1362
2012-02-03 19:45:00,headquarters,server,22627
2012-02-03 19:45:00,headquarters,workstation,1371
2012-02-03 20:00:00,headquarters,server,22846
2012-02-03 20:00:00,headquarters,workstation,1386
2012-02-03 20:15:00,headquarters,server,23109
2012-02-03 20:15:00,headquarters,workstation,1406
2012-02-03 20:30:00,headquarters,server,23359
2012-02-03 20:30:00,headquarters,workstation,1417
2012-02-03 20:45:00,headquarters,server,23571
2012-02-03 20:45:00,headquarters,workstation,1426
2012-02-03 21:00:00,headquarters,server,23775
2012-02-03 21:00:00,headquarters,workstation,1438
2012-02-03 21:15:00,headquarters,server,24014
2012-02-03 21:15:00,headquarters,workstation,1452
2012-02-03 21:30:00,headquarters,server,24244
2012-02-03 21:30:00,headquarters,workstation,1468
2012-02-03 21:45:00,headquarters,server,24489
2012-02-03 21:45:00,headquarters,workstation,1479
2012-02-03 22:00:00,headquarters,server,24695
2012-02-03 22:00:00,headquarters,workstation,865
2012-02-03 22:15:00,headquarters,server,24942
2012-02-03 22:15:00,headquarters,workstation,870
2012-02-03 22:30:00,headquarters,server,25158
2012-02-03 22:30:00,headquarters,workstation,888
2012-02-03 22:45:00,headquarters,server,25401
2012-02-03 22:45:00,headquarters,workstation,893
2012-02-03 23:00:00,headquarters,server,25631
2012-02-03 23:00:00,headquarters,workstation,894
2012-02-03 23:15:00,headquarters,server,25852
2012-02-03 23:15:00,headquarters,workstation,898
2012-02-03 23:30:00,headquarters,server,26061
2012-02-03 23:30:00,headquarters,workstation,908
2012-02-03 23:45:00,headquarters,server,26285
2012-02-03 23:45:00,headquarters,workstation,914
2012-02-04 00:00:00,headquarters,server,26506
2012-02-04 00:00:00,headquarters,workstation,914
2012-02-04 00:15:00,headquarters,server,26720
2012-02-04 00:15:00,headquarters,workstation,917
2012-02-04 00:30:00,headquarters,server,26959
2012-02-04 00:30:00,headquarters,workstation,925
2012-02-04 00:45:00,headquarters,server,27161
2012-02-04 00:45:00,headquarters,workstation,932
2012-02-04 01:00:00,headquarters,server,27413
2012-02-04 01:00:00,headquarters,workstation,939
2012-02-04 01:15:00,headquarters,server,27628
2012-02-04 01:15:00,headquarters,workstation,948
2012-02-04 01:30:00,headquarters,server,27830
2012-02-04 01:30:00,headquarters,workstation,962
2012-02-04 01:45:00,headquarters,server,28058
2012-02-04 01:45:00,headquarters,workstation,966
2012-02-04 02:00:00,headquarters,server,28279
2012-02-04 02:00:00,headquarters,workstation,972
2012-02-04 02:15:00,headquarters,server,28516
2012-02-04 02:15:00,headquarters,workstation,987
2012-02-04 02:30:00,headquarters,server,28794
2012-02-04 02:30:00,headquarters,workstation,1003
2012-02-04 02:45:00,headquarters,server,29020
2012-02-04 02:45:00,headquarters,workstation,1016
2012-02-04 03:00:00,headquarters,server,29211
2012-02-04 03:00:00,headquarters,workstation,1023
2012-02-04 03:15:00,headquarters,server,29458
2012-02-04 03:15:00,headquarters,workstation,1026
2012-02-04 03:30:00,headquarters,server,29659
2012-02-04 03:30:00,headquarters,workstation,1030
2012-02-04 03:45:00,headquarters,server,29897
2012-02-04 03:45:00,headquarters,workstation,1032
2012-02-04 04:00:00,headquarters,server,30087
2012-02-04 04:00:00,headquarters,workstation,1045
2012-02-04 04:15:00,headquarters,server,30313
2012-02-04 04:15:00,headquarters,workstation,1050
2012-02-04 04:30:00,headquarters,server,30532
2012-02-04 04:30:00,headquarters,workstation,1060
2012-02-04 04:45:00,headquarters,server,30796
2012-02-04 04:45:00,headquarters,workstation,1073
2012-02-04 05:00:00,headquarters,server,31008
2012-02-04 05:00:00,headquarters,workstation,1076
2012-02-04 05:15:00,headquarters,server,31223
2012-02-04 05:15:00,headquarters,workstation,1085
2012-02-04 05:30:00,headquarters,server,31440
2012-02-04 05:30:00,headquarters,workstation,1091
2012-02-04 05:45:00,headquarters,server,31690
2012-02-04 05:45:00,headquarters,workstation,1104
2012-02-04 06:00:00,headquarters,server,31895
2012-02-04 06:00:00,headquarters,workstation,1112
2012-02-04 06:15:00,headquarters,server,32127
2012-02-04 06:15:00,headquarters,workstation,1113
2012-02-04 06:30:00,headquarters,server,32348
2012-02-04 06:30:00,headquarters,workstation,1120
2012-02-04 06:45:00,headquarters,server,32535
2012-02-04 06:45:00,headquarters,workstation,1124
2012-02-04 07:00:00,headquarters,server,32756
2012-02-04 07:00:00,headquarters,workstation,1132
2012-02-04 07:15:00,headquarters,server,32962
2012-02-04 07:15:00,headquarters,workstation,1146
2012-02-04 07:30:00,headquarters,server,33203
2012-02-04 07:30:00,headquarters,workstation,1153
2012-02-04 07:45:00,headquarters,server,33396
2012-02-04 07:45:00,headquarters,workstation,1159
2012-02-04 08:00:00,headquarters,server,33629
2012-02-04 08:00:00,headquarters,workstation,1171
2012-02-02 08:45:00,region-1,atm,1
2012-02-02 09:00:00,region-1,atm,1
2012-02-02 09:00:00,region-1,server,1
2012-02-02 09:15:00,region-1,atm,1
2012-02-02 09:15:00,region-1,server,1
