healthtime,businessunit,reported,avgconn,expected,lag
2012-02-02 08:15:00,region-1,3427,5.5625911876276627,0,9
2012-02-02 08:30:00,region-1,3424,5.4331191588785047,0,9
2012-02-02 08:45:00,region-1,3422,5.4985388661601403,0,9
2012-02-02 09:00:00,region-1,3420,5.5175438596491228,0,9
2012-02-02 09:15:00,region-1,3414,5.4680726420620972,0,9
2012-02-02 09:30:00,region-1,3413,5.4353940814532669,0,9
2012-02-02 09:45:00,region-1,3409,5.4256380170137870,0,9
2012-02-02 10:00:00,region-1,3411,5.5998240985048373,0,9
2012-02-02 10:15:00,region-1,3414,5.4920913884007030,0,9
2012-02-02 10:30:00,region-1,3417,5.4770266315481416,0,9
2012-02-02 10:45:00,region-1,3417,5.5378987415861867,0,9
2012-02-02 11:00:00,region-1,3418,5.5825043885313049,0,9
2012-02-02 11:15:00,region-1,3418,5.5093622001170275,0,9
2012-02-02 11:30:00,region-1,3414,5.5638547158758055,0,9
2012-02-02 11:45:00,region-1,3411,5.4851949574904720,0,9
2012-02-02 12:00:00,region-1,3405,5.4610866372980910,0,9
2012-02-02 12:15:00,region-1,3407,5.4534781332550631,0,9
2012-02-02 12:30:00,region-1,3415,5.5013177159590044,0,9
2012-02-02 12:45:00,region-1,3420,5.3988304093567251,0,9
2012-02-02 13:00:00,region-1,3419,5.5855513307984791,0,9
2012-02-02 13:15:00,region-1,3416,5.4429156908665105,0,9
2012-02-02 13:30:00,region-1,3417,5.4577114427860697,0,9
2012-02-02 13:45:00,region-1,3413,5.5555230002929974,0,9
2012-02-02 14:00:00,region-1,3411,5.5271181471709176,0,9
2012-02-02 14:15:00,region-1,3404,5.4800235017626322,0,9
2012-02-02 14:30:00,region-1,3408,5.4419014084507042,0,9
2012-02-02 14:45:00,region-1,3409,5.5784687591669111,0,9
2012-02-02 15:00:00,region-1,4270,16.2517564402810304,0,9
2012-02-02 15:15:00,region-1,4268,16.2242268041237113,0,9
2012-02-02 15:30:00,region-1,4264,16.1397748592870544,0,9
2012-02-02 15:45:00,region-1,4263,16.2805536007506451,0,9
2012-02-02 16:00:00,region-1,5750,27.4848695652173913,5783,9
2012-02-02 16:15:00,region-1,5755,27.5098175499565595,5783,9
2012-02-02 16:30:00,region-1,5753,27.5800451938119242,5783,9
2012-02-02 16:45:00,region-1,5751,27.5486002434359242,5783,9
2012-02-02 17:00:00,region-1,5756,27.6626129256428075,5783,9
2012-02-02 17:15:00,region-1,5754,27.3550573514077164,5783,9
2012-02-02 17:30:00,region-1,5763,27.8278674301579039,5783,9
2012-02-02 17:45:00,region-1,5765,27.5866435385949696,5783,9
2012-02-02 18:00:00,region-1,5761,27.3945495573685124,5783,9
2012-02-02 18:15:00,region-1,5757,27.3578252562098315,5783,9
2012-02-02 18:30:00,region-1,5758,27.4583188607155262,5783,9
2012-02-02 18:45:00,region-1,5757,27.5233628626020497,5783,9
2012-02-02 19:00:00,region-1,5755,27.9289313640312772,5783,9
2012-02-02 19:15:00,region-1,5763,27.4313725490196078,5783,9
2012-02-02 19:30:00,region-1,5758,27.4199374782910733,5783,9
2012-02-02 19:45:00,region-1,5759,27.3792325056433409,5783,9
2012-02-02 20:00:00,region-1,5759,27.4938357353707241,5783,9
2012-02-02 20:15:00,region-1,5756,27.9119179986101459,5783,9
2012-02-02 20:30:00,region-1,5760,27.3791666666666667,5783,9
2012-02-02 20:45:00,region-1,5762,27.6784102742103436,5783,9
2012-02-02 21:00:00,region-1,5763,27.4983515530105848,5783,9
2012-02-02 21:15:00,region-1,5762,27.7877473099618188,5783,9
2012-02-02 21:30:00,region-1,5757,27.5813791905506340,5783,9
2012-02-02 21:45:00,region-1,5758,27.6266064605765891,5783,9
2012-02-02 22:00:00,region-1,5761,27.6158653011629925,5783,9
2012-02-02 22:15:00,region-1,5761,27.3438639125151883,5783,9
2012-02-02 22:30:00,region-1,5759,27.4622330265671123,5783,9
2012-02-02 22:45:00,region-1,5759,27.4940093766278868,5783,9
2012-02-02 23:00:00,region-1,5762,27.4401249566122874,5783,9
2012-02-02 23:15:00,region-1,5766,27.4882067291016302,5783,9
2012-02-02 23:30:00,region-1,5757,27.4578773666840368,5783,9
2012-02-02 23:45:00,region-1,5756,27.4581306462821404,5783,9
2012-02-03 00:00:00,region-1,5762,27.6771954182575495,5783,9
2012-02-03 00:15:00,region-1,5759,27.6343115124153499,5783,9
2012-02-03 00:30:00,region-1,5761,27.4565179656309668,5783,9
2012-02-03 00:45:00,region-1,5765,27.4683434518647008,5783,9
2012-02-03 01:00:00,region-1,5764,27.3143650242886884,5783,9
2012-02-03 01:15:00,region-1,5754,27.7247132429614181,5783,9
2012-02-03 01:30:00,region-1,5751,27.5717266562336985,5783,9
2012-02-03 01:45:00,region-1,5757,27.2664582247698454,5783,9
2012-02-03 02:00:00,region-1,4903,21.9767489292270039,5783,9
2012-02-03 02:15:00,region-1,4909,21.7156243634141373,5783,9
2012-02-03 02:30:00,region-1,4903,21.9767489292270039,5783,9
2012-02-03 02:45:00,region-1,4897,21.9081070042883398,5783,9
2012-02-03 03:00:00,region-1,3413,5.4755347201875183,5783,9
2012-02-03 03:15:00,region-1,3413,5.4802226779958980,0,9
2012-02-03 03:30:00,region-1,3416,5.5169789227166276,0,9
2012-02-03 03:45:00,region-1,3412,5.4958968347010551,0,9
2012-02-03 04:00:00,region-1,3419,5.5364141561860193,0,9
2012-02-03 04:15:00,region-1,3412,5.5586166471277843,0,9
2012-02-03 04:30:00,region-1,3414,5.5571177504393673,0,9
2012-02-03 04:45:00,region-1,3413,5.4646938177556402,0,9
2012-02-03 05:00:00,region-1,3411,5.4470829668718851,0,9
2012-02-03 05:15:00,region-1,3417,5.4741000877963126,0,9
2012-02-03 05:30:00,region-1,3410,5.4577712609970674,0,9
2012-02-03 05:45:00,region-1,3409,5.4933998239953065,0,9
2012-02-03 06:00:00,region-1,3410,5.5392961876832845,0,9
2012-02-03 06:15:00,region-1,3410,5.5090909090909091,0,9
2012-02-03 06:30:00,region-1,3413,5.4535599179607384,0,9
2012-02-03 06:45:00,region-1,3417,5.5370207784606380,0,9
2012-02-03 07:00:00,region-1,3415,5.5677891654465593,0,9
2012-02-03 07:15:00,region-1,3410,5.4744868035190616,0,9
2012-02-03 07:30:00,region-1,3414,5.5325131810193322,0,9
2012-02-03 07:45:00,region-1,3419,5.5112606025153554,0,9
2012-02-03 08:00:00,region-1,3417,5.5215100965759438,0,9
2012-02-03 08:15:00,region-1,3418,5.4622586307782329,0,9
2012-02-03 08:30:00,region-1,3419,5.5329043579994150,0,9
2012-02-03 08:45:00,region-1,3419,5.5741444866920152,0,9
2012-02-03 09:00:00,region-1,3412,5.5515826494724502,0,9
2012-02-03 09:15:00,region-1,3415,5.5484626647144949,0,9
2012-02-03 09:30:00,region-1,3419,5.4729453056449254,0,9
2012-02-03 09:45:00,region-1,3418,5.5620245757753072,0,9
2012-02-03 10:00:00,region-1,3416,5.4751170960187354,0,9
2012-02-03 10:15:00,region-1,3416,5.5120023419203747,0,9
2012-02-03 10:30:00,region-1,3413,5.4585408731321418,0,9
2012-02-03 10:45:00,region-1,3411,5.4919378481383758,0,9
2012-02-03 11:00:00,region-1,3405,5.5010279001468429,0,9
2012-02-03 11:15:00,region-1,3409,5.6072161924317982,0,9
2012-02-03 11:30:00,region-1,3412,5.5049824150058617,0,9
2012-02-03 11:45:00,region-1,3418,5.5155061439438268,0,9
2012-02-03 12:00:00,region-1,3415,5.5809663250366032,0,9
2012-02-03 12:15:00,region-1,3419,5.4814273179292191,0,9
2012-02-03 12:30:00,region-1,3417,5.5007316359379573,0,9
2012-02-03 12:45:00,region-1,3418,5.5751901696898771,0,9
2012-02-03 13:00:00,region-1,3421,5.5176848874598071,0,9
2012-02-03 13:15:00,region-1,3421,5.5787781350482315,0,9
2012-02-03 13:30:00,region-1,3417,5.4064969271290606,0,9
2012-02-03 13:45:00,region-1,3416,5.4432084309133489,0,9
2012-02-03 14:00:00,region-1,3412,5.4891559202813599,0,9
2012-02-03 14:15:00,region-1,3406,5.5026423957721668,0,9
2012-02-03 14:30:00,region-1,3411,5.5065963060686016,0,9
2012-02-03 14:45:00,region-1,3417,5.5059994146912496,0,9
2012-02-03 15:00:00,region-1,4278,16.5848527349228612,0,9
2012-02-03 15:15:00,region-1,4274,16.3900327562002808,0,9
2012-02-03 15:30:00,region-1,4274,16.4824520355638746,0,9
2012-02-03 15:45:00,region-1,4276,16.3833021515434986,0,9
2012-02-03 16:00:00,region-1,5762,27.6969802152030545,5783,9
2012-02-03 16:15:00,region-1,5769,27.6495059802392096,5783,9
2012-02-03 16:30:00,region-1,5768,27.4559639389736477,5783,9
2012-02-03 16:45:00,region-1,5768,27.3829750346740638,5783,9
2012-02-03 17:00:00,region-1,5771,27.2365274649107607,5783,9
2012-02-03 17:15:00,region-1,5770,27.4705372616984402,5783,9
2012-02-03 17:30:00,region-1,5769,27.3863754550182007,5783,9
2012-02-03 17:45:00,region-1,5773,27.4595530919799065,5783,9
2012-02-03 18:00:00,region-1,5774,27.6338759958434361,5783,9
2012-02-03 18:15:00,region-1,5766,27.6944155393687131,5783,9
2012-02-03 18:30:00,region-1,5768,27.2848474341192788,5783,9
2012-02-03 18:45:00,region-1,5767,27.5345933761054274,5783,9
2012-02-03 19:00:00,region-1,5763,27.5009543640465036,5783,9
2012-02-03 19:15:00,region-1,5763,27.3253513794898490,5783,9
2012-02-03 19:30:00,region-1,5766,27.2006590357266736,5783,9
2012-02-03 19:45:00,region-1,5768,27.7042302357836338,5783,9
2012-02-03 20:00:00,region-1,5764,27.4651283830673144,5783,9
2012-02-03 20:15:00,region-1,5765,27.3257588898525585,5783,9
2012-02-03 20:30:00,region-1,5765,27.5495229835212489,5783,9
2012-02-03 20:45:00,region-1,5767,27.5628576382868042,5783,9
2012-02-03 21:00:00,region-1,5768,27.5296463245492372,5783,9
2012-02-03 21:15:00,region-1,5759,27.4374023267928460,5783,9
2012-02-03 21:30:00,region-1,5758,27.8353594998263286,5783,9
2012-02-03 21:45:00,region-1,5757,27.2556887267674136,5783,9
2012-02-03 22:00:00,region-1,5757,27.5542817439638701,5783,9
2012-02-03 22:15:00,region-1,5758,27.4680444598819034,5783,9
2012-02-03 22:30:00,region-1,5753,27.5550147749000521,5783,9
2012-02-03 22:45:00,region-1,5758,27.1483153872872525,5783,9
2012-02-03 23:00:00,region-1,5759,27.2509116166001042,5783,9
2012-02-03 23:15:00,region-1,5756,27.7077831827658096,5783,9
2012-02-03 23:30:00,region-1,5758,27.5435915248350122,5783,9
2012-02-03 23:45:00,region-1,5764,27.3055170020818876,5783,9
2012-02-04 00:00:00,region-1,5765,27.5953165654813530,5783,9
2012-02-04 00:15:00,region-1,5759,27.4066678242750478,5783,9
