2012-02-02 08:15:00,headquarters,160,2
2012-02-02 08:30:00,headquarters,164,2
2012-02-02 08:45:00,headquarters,185,2
2012-02-02 09:00:00,headquarters,186,2
2012-02-02 09:15:00,headquarters,149,2
2012-02-02 09:30:00,headquarters,172,2
2012-02-02 09:45:00,headquarters,166,2
2012-02-02 10:00:00,headquarters,170,2
2012-02-02 10:15:00,headquarters,168,2
2012-02-02 10:30:00,headquarters,147,2
2012-02-02 10:45:00,headquarters,200,2
2012-02-02 11:00:00,headquarters,170,2
2012-02-02 11:15:00,headquarters,196,2
2012-02-02 11:30:00,headquarters,185,2
2012-02-02 11:45:00,headquarters,162,2
2012-02-02 12:00:00,headquarters,202,2
2012-02-02 12:15:00,headquarters,189,2
2012-02-02 12:30:00,headquarters,212,2
2012-02-02 12:45:00,headquarters,175,2
2012-02-02 13:00:00,headquarters,179,2
2012-02-02 13:15:00,headquarters,145,2
2012-02-02 13:30:00,headquarters,178,2
2012-02-02 13:45:00,headquarters,191,2
2012-02-02 14:00:00,headquarters,162,2
2012-02-02 14:15:00,headquarters,193,2
2012-02-02 14:30:00,headquarters,155,2
2012-02-02 14:45:00,headquarters,198,2
2012-02-02 15:00:00,headquarters,185,2
2012-02-02 15:15:00,headquarters,182,2
2012-02-02 15:30:00,headquarters,187,2
2012-02-02 15:45:00,headquarters,146,2
2012-02-02 16:00:00,headquarters,163,2
2012-02-02 16:15:00,headquarters,163,2
2012-02-02 16:30:00,headquarters,170,2
2012-02-02 16:45:00,headquarters,174,2
2012-02-02 17:00:00,headquarters,207,2
2012-02-02 17:15:00,headquarters,180,2
2012-02-02 17:30:00,headquarters,168,2
2012-02-02 17:45:00,headquarters,201,2
2012-02-02 18:00:00,headquarters,188,2
2012-02-02 18:15:00,headquarters,203,2
2012-02-02 18:30:00,headquarters,195,2
2012-02-02 18:45:00,headquarters,206,2
2012-02-02 19:00:00,headquarters,243,2
2012-02-02 19:15:00,headquarters,227,2
2012-02-02 19:30:00,headquarters,215,2
2012-02-02 19:45:00,headquarters,195,2
2012-02-02 20:00:00,headquarters,232,2
2012-02-02 20:15:00,headquarters,222,2
2012-02-02 20:30:00,headquarters,223,2
2012-02-02 20:45:00,headquarters,220,2
2012-02-02 21:00:00,headquarters,221,2
2012-02-02 21:15:00,headquarters,223,2
2012-02-02 21:30:00,headquarters,199,2
2012-02-02 21:45:00,headquarters,217,2
2012-02-02 22:00:00,headquarters,204,2
2012-02-02 22:15:00,headquarters,183,2
2012-02-02 22:30:00,headquarters,211,2
2012-02-02 22:45:00,headquarters,204,2
2012-02-02 23:00:00,headquarters,215,2
2012-02-02 23:15:00,headquarters,220,2
2012-02-02 23:30:00,headquarters,243,2
2012-02-02 23:45:00,headquarters,201,2
2012-02-03 00:00:00,headquarters,232,2
2012-02-03 00:15:00,headquarters,201,2
2012-02-03 00:30:00,headquarters,214,2
2012-02-03 00:45:00,headquarters,216,2
2012-02-03 01:00:00,headquarters,215,2
2012-02-03 01:15:00,headquarters,208,2
2012-02-03 01:30:00,headquarters,198,2
2012-02-03 01:45:00,headquarters,205,2
2012-02-03 02:00:00,headquarters,211,2
2012-02-03 02:15:00,headquarters,230,2
2012-02-03 02:30:00,headquarters,205,2
2012-02-03 02:45:00,headquarters,230,2
2012-02-03 03:00:00,headquarters,214,2
2012-02-03 03:15:00,headquarters,201,2
2012-02-03 03:30:00,headquarters,185,2
2012-02-03 03:45:00,headquarters,231,2
2012-02-03 04:00:00,headquarters,212,2
2012-02-03 04:15:00,headquarters,237,2
2012-02-03 04:30:00,headquarters,223,2
2012-02-03 04:45:00,headquarters,210,2
2012-02-03 05:00:00,headquarters,201,2
2012-02-03 05:15:00,headquarters,200,2
2012-02-03 05:30:00,headquarters,222,2
2012-02-03 05:45:00,headquarters,181,2
2012-02-03 06:00:00,headquarters,190,2
2012-02-03 06:15:00,headquarters,197,2
2012-02-03 06:30:00,headquarters,189,2
2012-02-03 06:45:00,headquarters,200,2
2012-02-03 07:00:00,headquarters,187,2
2012-02-03 07:15:00,headquarters,182,2
2012-02-03 07:30:00,headquarters,212,2
2012-02-03 07:45:00,headquarters,195,2
2012-02-03 08:00:00,headquarters,223,2
2012-02-03 08:15:00,headquarters,212,2
2012-02-03 08:30:00,headquarters,198,2
2012-02-03 08:45:00,headquarters,216,2
2012-02-03 09:00:00,headquarters,189,2
2012-02-03 09:15:00,headquarters,208,2
2012-02-03 09:30:00,headquarters,190,2
2012-02-03 09:45:00,headquarters,182,2
2012-02-03 10:00:00,headquarters,205,2
2012-02-03 10:15:00,headquarters,211,2
2012-02-03 10:30:00,headquarters,217,2
2012-02-03 10:45:00,headquarters,221,2
2012-02-03 11:00:00,headquarters,225,2
2012-02-03 11:15:00,headquarters,209,2
2012-02-03 11:30:00,headquarters,206,2
2012-02-03 11:45:00,headquarters,206,2
2012-02-03 12:00:00,headquarters,259,2
2012-02-03 12:15:00,headquarters,212,2
2012-02-03 12:30:00,headquarters,202,2
2012-02-03 12:45:00,headquarters,224,2
2012-02-03 13:00:00,headquarters,235,2
2012-02-03 13:15:00,headquarters,204,2
2012-02-03 13:30:00,headquarters,218,2
2012-02-03 13:45:00,headquarters,224,2
2012-02-03 14:00:00,headquarters,192,2
2012-02-03 14:15:00,headquarters,219,2
2012-02-03 14:30:00,headquarters,220,2
2012-02-03 14:45:00,headquarters,225,2
2012-02-03 15:00:00,headquarters,209,2
2012-02-03 15:15:00,headquarters,239,2
2012-02-03 15:30:00,headquarters,225,2
2012-02-03 15:45:00,headquarters,202,2
2012-02-03 16:00:00,headquarters,201,2
2012-02-03 16:15:00,headquarters,222,2
2012-02-03 16:30:00,headquarters,222,2
2012-02-03 16:45:00,headquarters,203,2
2012-02-03 17:00:00,headquarters,206,2
2012-02-03 17:15:00,headquarters,234,2
2012-02-03 17:30:00,headquarters,222,2
2012-02-03 17:45:00,headquarters,204,2
2012-02-03 18:00:00,headquarters,225,2
2012-02-03 18:15:00,headquarters,206,2
2012-02-03 18:30:00,headquarters,205,2
2012-02-03 18:45:00,headquarters,212,2
2012-02-03 19:00:00,headquarters,226,2
2012-02-03 19:15:00,headquarters,226,2
2012-02-03 19:30:00,headquarters,227,2
2012-02-03 19:45:00,headquarters,206,2
2012-02-03 20:00:00,headquarters,219,2
2012-02-03 20:15:00,headquarters,225,2
2012-02-03 20:30:00,headquarters,213,2
2012-02-03 20:45:00,headquarters,205,2
2012-02-03 21:00:00,headquarters,209,2
2012-02-03 21:15:00,headquarters,198,2
2012-02-03 21:30:00,headquarters,212,2
2012-02-03 21:45:00,headquarters,230,2
2012-02-03 22:00:00,headquarters,188,2
2012-02-03 22:15:00,headquarters,196,2
2012-02-03 22:30:00,headquarters,224,2
2012-02-03 22:45:00,headquarters,223,2
2012-02-03 23:00:00,headquarters,194,2
2012-02-03 23:15:00,headquarters,178,2
2012-02-03 23:30:00,headquarters,195,2
2012-02-03 23:45:00,headquarters,234,2
2012-02-04 00:00:00,headquarters,217,2
2012-02-04 00:15:00,headquarters,218,2
2012-02-04 00:30:00,headquarters,207,2
2012-02-04 00:45:00,headquarters,233,2
2012-02-04 01:00:00,headquarters,230,2
2012-02-04 01:15:00,headquarters,219,2
2012-02-04 01:30:00,headquarters,185,2
2012-02-04 01:45:00,headquarters,185,2
2012-02-04 02:00:00,headquarters,178,2
2012-02-04 02:15:00,headquarters,213,2
2012-02-04 02:30:00,headquarters,183,2
2012-02-04 02:45:00,headquarters,198,2
2012-02-04 03:00:00,headquarters,229,2
2012-02-04 03:15:00,headquarters,193,2
2012-02-04 03:30:00,headquarters,198,2
2012-02-04 03:45:00,headquarters,201,2
2012-02-04 04:00:00,headquarters,199,2
2012-02-04 04:15:00,headquarters,197,2
2012-02-04 04:30:00,headquarters,225,2
2012-02-04 04:45:00,headquarters,228,2
2012-02-04 05:00:00,headquarters,223,2
2012-02-04 05:15:00,headquarters,215,2
2012-02-04 05:30:00,headquarters,196,2
2012-02-04 05:45:00,headquarters,192,2
2012-02-04 06:00:00,headquarters,221,2
2012-02-04 06:15:00,headquarters,207,2
2012-02-04 06:30:00,headquarters,212,2
2012-02-04 06:45:00,headquarters,216,2
2012-02-04 07:00:00,headquarters,165,2
2012-02-04 07:15:00,headquarters,212,2
2012-02-04 07:30:00,headquarters,205,2
2012-02-04 07:45:00,headquarters,235,2
2012-02-04 08:00:00,headquarters,221,2
2012-02-02 08:15:00,region-1,37,2
2012-02-02 08:30:00,region-1,37,2
2012-02-02 08:45:00,region-1,27,2
2012-02-02 09:00:00,region-1,39,2
2012-02-02 09:15:00,region-1,29,2
2012-02-02 09:30:00,region-1,39,2
2012-02-02 09:45:00,region-1,22,2
2012-02-02 10:00:00,region-1,37,2
2012-02-02 10:15:00,region-1,20,2
2012-02-02 10:30:00,region-1,29,2
2012-02-02 10:45:00,region-1,25,2
2012-02-02 11:00:00,region-1,35,2
2012-02-02 11:15:00,region-1,36,2
2012-02-02 11:30:00,region-1,32,2
2012-02-02 11:45:00,region-1,41,2
2012-02-02 12:00:00,region-1,34,2
2012-02-02 12:15:00,region-1,34,2
2012-02-02 12:30:00,region-1,35,2
2012-02-02 12:45:00,region-1,36,2
2012-02-02 13:00:00,region-1,40,2
2012-02-02 13:15:00,region-1,31,2
2012-02-02 13:30:00,region-1,38,2
2012-02-02 13:45:00,region-1,40,2
2012-02-02 14:00:00,region-1,32,2
2012-02-02 14:15:00,region-1,43,2
2012-02-02 14:30:00,region-1,27,2
2012-02-02 14:45:00,region-1,42,2
2012-02-02 15:00:00,region-1,56,2
2012-02-02 15:15:00,region-1,32,2
2012-02-02 15:30:00,region-1,45,2
2012-02-02 15:45:00,region-1,37,2
2012-02-02 16:00:00,region-1,47,2
2012-02-02 16:15:00,region-1,50,2
2012-02-02 16:30:00,region-1,44,2
2012-02-02 16:45:00,region-1,31,2
2012-02-02 17:00:00,region-1,46,2
2012-02-02 17:15:00,region-1,47,2
2012-02-02 17:30:00,region-1,46,2
2012-02-02 17:45:00,region-1,38,2
2012-02-02 18:00:00,region-1,48,2
2012-02-02 18:15:00,region-1,44,2
2012-02-02 18:30:00,region-1,33,2
2012-02-02 18:45:00,region-1,40,2
2012-02-02 19:00:00,region-1,27,2
2012-02-02 19:15:00,region-1,36,2
2012-02-02 19:30:00,region-1,37,2
2012-02-02 19:45:00,region-1,38,2
2012-02-02 20:00:00,region-1,43,2
2012-02-02 20:15:00,region-1,57,2
2012-02-02 20:30:00,region-1,33,2
2012-02-02 20:45:00,region-1,38,2
2012-02-02 21:00:00,region-1,37,2
2012-02-02 21:15:00,region-1,38,2
2012-02-02 21:30:00,region-1,43,2
2012-02-02 21:45:00,region-1,39,2
2012-02-02 22:00:00,region-1,43,2
2012-02-02 22:15:00,region-1,40,2
2012-02-02 22:30:00,region-1,47,2
2012-02-02 22:45:00,region-1,32,2
2012-02-02 23:00:00,region-1,46,2
